"CITY","ID","NAME","AREA","COORD","QUALITY_INDEX","MEAN_NDVI","ISMT","ISMT_LEVEL"
"Antofagasta","210110409",NA,4369.94518375015,"358358.3, 7393447",68.5833333333,0.172127370822231,0.669657421834054,"High"
"Antofagasta","210110410","CERRO MORENO",3148.22422114603,"357830.5, 7393154",62.3916666667,0.197691614211922,0.707570433200482,"High"
"Antofagasta","210110411","LOS AROMOS DE LA FLORIDA",5551.43996291919,"357640, 7392197",28.625,0.088214281089913,0.655709209966107,"High"
"Antofagasta","210110412",NA,3554.95579058456,"357860.4, 7392181",63.9166666667,0.11850577103428,0.65570920996641,"High"
"Antofagasta","210110413",NA,4041.25372614773,"358482.7, 7392312",48.25,0.195015657442005,0.655709209966504,"High"
"Antofagasta","210110414",NA,6331.11850221606,"358511.1, 7392079",48.25,0.204459764559415,0.65570920996639,"High"
"Antofagasta","210110415","VILLA PANORAMA II",2125.05273182667,"358252.7, 7391872",44.25,0.091907042272813,0.639975506247805,"High"
"Antofagasta","210110416",NA,1167.97656388304,"358234.2, 7391873",45.625,0.09903714538616,0.639975506251067,"High"
"Antofagasta",NA,"AVENIDA RICA AVENTURA 2",15764.6771774361,"357643.8, 7393654",70.0833333333,0.212379114993222,0.723388982996206,"High"
"Antofagasta","210110417","AVENIDA RICA AVENTURA 2",15764.6771774361,"357674.1, 7393378",56.375,0.17188019772854,0.723388982996206,"High"
"Antofagasta","210110419","LAS PARINAS",984.105899002003,"359236.1, 7391939",56.5833333333,0.066702156573383,0.515459931885336,"Medium Low"
"Antofagasta","210110421",NA,796.632760793669,"359126.8, 7391031",35.625,0.061803437501323,0.569344396674977,"Medium High"
"Antofagasta","210110422",NA,891.510982760276,"359171.4, 7391035",44.0416666667,0.064905785309098,0.569344396674667,"Medium High"
"Antofagasta","210110423",NA,793.72740145538,"359215.9, 7391039",56.4583333333,0.079910792172286,0.569344396671912,"Medium High"
"Antofagasta","210110424","VILLA LOS FLAMENCOS 2",752.536624218672,"357997.8, 7391303",46.625,0.123985976056039,0.609831756031668,"Medium High"
"Antofagasta","210110425","GRAN AVENIDA",39992.9307131337,"358686.6, 7389094",51.125,0.070830451733311,0.536648574168826,"Medium High"
"Antofagasta","210110425","GRAN AVENIDA",39992.9307131337,"358679.2, 7389208",54.5,0.064935108576017,0.536648574168826,"Medium High"
"Antofagasta","210110425","GRAN AVENIDA",39992.9307131337,"358675.5, 7389385",57.875,0.076766805657079,0.536648574168826,"Medium High"
"Antofagasta","210110425","GRAN AVENIDA",39992.9307131337,"358667.3, 7389565",54.5,0.050247464524792,0.536648574168826,"Medium High"
"Antofagasta","210110425","GRAN AVENIDA",39992.9307131337,"358650.5, 7389736",67,0.047233959796612,0.536648574168826,"Medium High"
"Antofagasta","210110425","GRAN AVENIDA",39992.9307131337,"358648.4, 7390044",53.75,0.051551157674572,0.536648574168826,"Medium High"
"Antofagasta","210110425","GRAN AVENIDA",39992.9307131337,"358731.2, 7388733",55.25,0.117473927156516,0.536648574168826,"Medium High"
"Antofagasta","210110425","GRAN AVENIDA",39992.9307131337,"358701.1, 7388988",67,0.057273047990033,0.536648574168826,"Medium High"
"Antofagasta","210110433","VILLA LOS SALARES",2309.9154614653,"359253.8, 7385863",48.0416666667,0.140173893408355,0.557433314009391,"Medium High"
"Antofagasta","210110434","BRASIL",46463.5734068602,"357075.6, 7383123",58.625,0.211572939940592,0.734442438799181,"High"
